Months_loan_taken_for,Purpose,EMI_rate_in_percentage_of_disposable_income,Property,Has_coapplicant,Has_guarantor,Number_of_existing_loans_at_this_bank,Loan_history,high_risk_applicant,Primary_applicant_age_in_years,Gender,Marital_status,Housing,Years_at_current_residence,Employment_status,Foreign_worker,Savings_account_balance,other_emi,employed_range,Principal_loan_amount_log
12,new vehicle,4,car or other,0,0,2,paid,1,46,1,single,1,2,skilled employee / official,1,Low,1,0 year - 1 year,13.45454068974266
18,FF&E,4,building society savings agreement/life insurance,0,0,1,critical/pending loans at other banks,0,21,0,divorced/separated/married,0,4,skilled employee / official,1,Low,0,0 year - 1 year,13.863347887378437
48,used vehicle,4,No Property,0,0,3,existing loans paid back duly till now,1,39,1,single,0,4,skilled employee / official,1,Low,1,4 years - 7 years,16.147363148638888
30,electronic equipment,4,car or other,0,0,1,existing loans paid back duly till now,0,58,1,single,1,4,skilled employee / official,1,None,0,7 years and up,14.43984342252386
12,new vehicle,4,real estate,0,0,2,delay in paying off loans in the past,0,43,1,single,1,2,unskilled - resident,1,Low,0,1 year - 4 years,14.111160800065232
24,FF&E,4,building society savings agreement/life insurance,1,0,1,existing loans paid back duly till now,0,24,1,single,1,1,unskilled - resident,0,Low,0,0 year - 1 year,14.373410589116194
9,electronic equipment,4,car or other,0,0,1,existing loans paid back duly till now,1,22,0,divorced/separated/married,1,2,skilled employee / official,1,Low,0,0 year - 1 year,14.328334184392938
9,new vehicle,3,real estate,0,0,2,critical/pending loans at other banks,0,30,1,single,1,1,skilled employee / official,1,Low,0,1 year - 4 years,14.017634742054408
12,electronic equipment,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0,42,1,single,1,4,skilled employee / official,1,High,0,7 years and up,13.165422866864777
12,electronic equipment,4,car or other,0,0,1,existing loans paid back duly till now,0,23,0,divorced/separated/married,1,1,skilled employee / official,1,Low,1,1 year - 4 years,14.219641443059302
30,electronic equipment,4,No Property,0,0,2,delay in paying off loans in the past,1,30,1,single,1,3,management / self-employed / highly qualified employee / officer,1,Low,1,0 year - 1 year,14.467314774989838
9,electronic equipment,3,real estate,0,0,1,existing loans paid back duly till now,1,28,0,divorced/separated/married,1,2,unskilled - resident,1,Low,0,1 year - 4 years,13.521139497361697
6,electronic equipment,4,car or other,0,0,1,existing loans paid back duly till now,0,30,1,married/widowed,0,3,management / self-employed / highly qualified employee / officer,1,Low,0,0 year - 1 year,14.539671792053388
60,education,4,No Property,0,0,1,existing loans paid back duly till now,1,42,1,single,0,4,skilled employee / official,1,Low,0,1 year - 4 years,15.65415361309118
24,used vehicle,2,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0,46,1,single,1,4,management / self-employed / highly qualified employee / officer,1,None,0,1 year - 4 years,15.738590644519688
12,new vehicle,2,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0,45,1,single,1,3,management / self-employed / highly qualified employee / officer,1,None,0,0 year - 1 year,15.07595820921819
10,new vehicle,3,real estate,0,0,1,existing loans paid back duly till now,0,31,1,single,1,2,unskilled - resident,0,Low,0,1 year - 4 years,14.251181508129504
24,FF&E,4,car or other,0,0,1,existing loans paid back duly till now,0,31,1,single,1,2,skilled employee / official,1,None,1,4 years - 7 years,13.741864017795976
4,new vehicle,2,real estate,0,0,3,critical/pending loans at other banks,0,42,1,single,1,1,unskilled - resident,1,Low,0,4 years - 7 years,14.19051645858773
15,FF&E,4,building society savings agreement/life insurance,0,1,1,existing loans paid back duly till now,0,46,0,divorced/separated/married,0,1,skilled employee / official,1,Low,0,0 year - 1 year,14.427989835456764
48,new vehicle,1,car or other,0,0,2,paid,0,30,0,divorced/separated/married,1,1,skilled employee / official,1,High,0,0 year - 1 year,15.938729721989995
24,FF&E,4,No Property,0,0,1,paid,1,30,1,single,0,4,skilled employee / official,1,High,0,0 year - 1 year,15.02417235177634
12,new vehicle,4,No Property,0,0,1,existing loans paid back duly till now,0,38,1,single,1,4,management / self-employed / highly qualified employee / officer,1,None,0,None,14.865982471304449
18,FF&E,4,building society savings agreement/life insurance,1,0,1,existing loans paid back duly till now,1,43,1,married/widowed,1,1,unskilled - resident,1,Low,0,0 year - 1 year,14.24273715785395
24,electronic equipment,2,car or other,0,0,2,existing loans paid back duly till now,1,31,1,single,1,4,skilled employee / official,1,Low,0,7 years and up,15.102260788747778
18,business,3,car or other,0,0,3,critical/pending loans at other banks,0,40,1,married/widowed,1,3,unemployed / unskilled - non-resident,1,Low,0,None,15.09366276046446
36,business,2,car or other,0,0,2,delay in paying off loans in the past,1,24,1,single,1,1,skilled employee / official,1,Low,0,4 years - 7 years,14.578650110344254
24,used vehicle,3,car or other,0,0,1,existing loans paid back duly till now,1,28,0,divorced/separated/married,0,4,skilled employee / official,1,High,0,0 year - 1 year,15.229663247212562
36,FF&E,4,car or other,0,0,2,existing loans paid back duly till now,1,26,0,divorced/separated/married,1,2,management / self-employed / highly qualified employee / officer,1,Low,0,None,16.21103939660106
12,new vehicle,4,building society savings agreement/life insurance,0,1,1,existing loans paid back duly till now,0,29,0,divorced/separated/married,1,4,skilled employee / official,1,Low,0,1 year - 4 years,14.45367343019146
24,electronic equipment,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0,57,0,divorced/separated/married,0,4,management / self-employed / highly qualified employee / officer,1,High,0,7 years and up,14.02333740516659
30,electronic equipment,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0,49,1,single,1,4,unskilled - resident,1,None,1,7 years and up,15.111880211556178
9,electronic equipment,2,real estate,0,0,3,critical/pending loans at other banks,0,37,1,single,1,4,unskilled - resident,1,Low,0,7 years and up,13.95874472605018
28,new vehicle,3,car or other,0,0,1,existing loans paid back duly till now,1,45,1,single,1,2,unskilled - resident,1,Low,0,1 year - 4 years,15.2033037952079
24,FF&E,4,No Property,0,0,1,existing loans paid back duly till now,0,30,1,single,0,4,skilled employee / official,1,Low,0,7 years and up,14.936862333601873
6,electronic equipment,2,real estate,0,0,2,critical/pending loans at other banks,0,30,1,married/widowed,0,2,skilled employee / official,1,Low,0,7 years and up,14.369395671190713
21,new vehicle,1,building society savings agreement/life insurance,0,0,2,delay in paying off loans in the past,0,47,1,divorced/separated/married,1,4,skilled employee / official,1,Low,0,1 year - 4 years,14.6712016677095
15,new vehicle,3,No Property,0,0,1,existing loans paid back duly till now,0,29,1,single,1,2,skilled employee / official,1,None,0,1 year - 4 years,15.084146875615932
24,electronic equipment,3,car or other,0,0,2,existing loans paid back duly till now,1,35,1,single,1,2,skilled employee / official,1,High,1,7 years and up,14.68972851341652
6,FF&E,3,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0,22,1,married/widowed,1,1,unskilled - resident,1,Low,0,0 year - 1 year,13.025852477023484
30,electronic equipment,4,car or other,0,0,1,existing loans paid back duly till now,0,26,0,divorced/separated/married,1,1,skilled employee / official,1,None,0,1 year - 4 years,14.354923638582177
27,electronic equipment,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,1,23,1,single,1,2,unskilled - resident,1,High,0,1 year - 4 years,14.739769459487606
15,electronic equipment,4,car or other,0,0,1,existing loans paid back duly till now,0,54,0,divorced/separated/married,0,2,management / self-employed / highly qualified employee / officer,1,Low,1,7 years and up,15.087515772682035
42,electronic equipment,2,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0,29,1,married/widowed,0,4,skilled employee / official,1,None,0,4 years - 7 years,15.784858176847036
11,new vehicle,1,real estate,0,0,2,critical/pending loans at other banks,0,40,1,single,1,2,unskilled - resident,1,Low,0,1 year - 4 years,15.186437441953045
15,FF&E,4,real estate,0,1,1,existing loans paid back duly till now,0,22,1,single,1,2,skilled employee / official,1,Low,0,1 year - 4 years,14.23026571297953
24,new vehicle,1,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0,43,1,single,1,4,unskilled - resident,1,Low,0,1 year - 4 years,15.816044164539235
24,new vehicle,1,No Property,1,0,2,paid,1,29,0,divorced/separated/married,0,4,unemployed / unskilled - non-resident,1,Low,0,None,13.991981701080054
60,business,4,No Property,1,0,1,existing loans paid back duly till now,1,36,1,single,0,4,skilled employee / official,1,Low,0,7 years and up,15.802973862747756
30,electronic equipment,4,car or other,0,0,1,critical/pending loans at other banks,0,33,0,divorced/separated/married,1,2,skilled employee / official,1,Low,0,1 year - 4 years,14.856140564094035
24,electronic equipment,3,car or other,0,0,1,existing loans paid back duly till now,0,57,0,divorced/separated/married,1,3,unskilled - resident,1,High,0,1 year - 4 years,14.045033716242523
6,electronic equipment,2,real estate,0,1,1,existing loans paid back duly till now,0,64,0,divorced/separated/married,1,3,skilled employee / official,1,Low,0,1 year - 4 years,13.531820506782031
18,business,4,building society savings agreement/life insurance,0,0,2,delay in paying off loans in the past,0,42,1,single,1,2,skilled employee / official,1,None,0,7 years and up,14.70216648470874
24,new vehicle,4,car or other,0,0,2,delay in paying off loans in the past,1,47,1,single,1,4,unskilled - resident,1,Low,0,7 years and up,14.74688692725647
15,new vehicle,2,building society savings agreement/life insurance,0,0,1,paid,1,25,1,married/widowed,0,2,skilled employee / official,1,Low,0,1 year - 4 years,14.04979185368894
30,FF&E,2,building society savings agreement/life insurance,0,0,1,critical/pending loans at other banks,1,49,1,single,1,2,skilled employee / official,1,Low,0,4 years - 7 years,15.942074206712846
48,business,3,car or other,0,0,1,existing loans paid back duly till now,1,33,1,single,0,2,management / self-employed / highly qualified employee / officer,1,Low,1,None,15.39325138365512
21,new vehicle,1,car or other,0,0,1,existing loans paid back duly till now,0,28,0,divorced/separated/married,1,1,management / self-employed / highly qualified employee / officer,1,Low,1,1 year - 4 years,14.888121044093385
36,used vehicle,2,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1,26,1,single,1,2,skilled employee / official,1,Low,0,1 year - 4 years,15.92317505858785
24,FF&E,2,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0,30,1,single,1,2,unskilled - resident,1,Low,0,4 years - 7 years,14.522560643693213
15,FF&E,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0,25,0,divorced/separated/married,0,3,skilled employee / official,1,Low,0,1 year - 4 years,14.175280706810309
42,business,2,building society savings agreement/life insurance,0,0,2,paid,0,33,1,divorced/separated/married,1,1,skilled employee / official,1,Low,0,0 year - 1 year,15.65431263352564
13,electronic equipment,2,real estate,0,0,1,existing loans paid back duly till now,0,64,0,divorced/separated/married,1,4,skilled employee / official,1,Low,0,None,14.158390790880818
24,used vehicle,4,No Property,0,0,1,existing loans paid back duly till now,0,29,1,single,0,2,management / self-employed / highly qualified employee / officer,1,Low,0,None,15.699393316068136
24,electronic equipment,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0,48,1,single,1,2,unskilled - resident,1,Low,0,7 years and up,14.371118324502158
12,education,2,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0,37,1,single,1,1,unskilled - resident,1,None,0,0 year - 1 year,15.086674611830531
15,electronic equipment,4,car or other,0,0,1,paid,0,34,1,single,1,4,unskilled - resident,1,Low,1,7 years and up,14.26594903171517
18,electronic equipment,2,car or other,0,0,2,existing loans paid back duly till now,0,23,1,married/widowed,0,4,unskilled - resident,1,None,0,4 years - 7 years,14.47613454681866
36,FF&E,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0,30,1,single,1,3,management / self-employed / highly qualified employee / officer,1,Low,0,None,15.191502026088267
12,new vehicle,4,car or other,0,0,1,existing loans paid back duly till now,0,50,1,single,1,3,skilled employee / official,1,None,0,7 years and up,14.686803923907693
12,FF&E,3,real estate,0,0,1,existing loans paid back duly till now,0,31,0,divorced/separated/married,1,4,unskilled - resident,1,Low,0,4 years - 7 years,14.367094174202432
30,used vehicle,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0,40,1,divorced/separated/married,1,4,management / self-employed / highly qualified employee / officer,1,Low,0,1 year - 4 years,15.165400237190363
12,electronic equipment,4,car or other,0,0,1,existing loans paid back duly till now,0,38,1,single,1,4,skilled employee / official,1,Low,0,7 years and up,13.597354548161103
45,electronic equipment,4,No Property,0,0,1,existing loans paid back duly till now,1,23,1,single,0,4,skilled employee / official,1,Low,0,1 year - 4 years,14.427989835456764
